tipo_imovel,logradouro,bairro,numero,metragem,quartos,vaga,preco_total,longitude,latitude,ruas,latitude_utm,longitude_utm,lugares_alimentacao,lugares_servicos,outros,lugares_comercio,lugares_cultura,lugares_saude,lugares_educacao,lugares_religiosos,lugares_parques,lugares_estadios,lugares_turismo,lugares_metro_trem,lugares_transporte
apartamento,Cursino,Sacomã,97A,64,3,1,380000.0,-46.615174700000004,-23.657315,cursino,7382780.77,335271.87,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
apartamento,General Chagas Santos,Saúde,83,32,0,1,395000.0,-46.63305,-23.618339499999998,general chagas santos,7387076.15,333399.13,19.0,52.0,5.0,90.0,0.0,0.0,0.0,37.0,2.0,0.0,0.0,107.0,2.0
apartamento,Campo Largo,Água Rasa,211,147,3,3,1200000.0,-46.5775852,-23.565657100000003,campo largo,7392973.57,338994.24,16.0,6.0,2.0,10.0,2.0,6.0,3.0,24.0,17.0,0.0,0.0,0.0,0.0
apartamento,Viradouro,Itaim Bibi,23,90,3,1,0.0,-46.6806869,-23.5855672,viradouro,7390649.05,328495.72,191.0,148.0,13.0,117.0,68.0,63.0,18.0,59.0,69.0,0.0,0.0,0.0,0.0
apartamento,Maranhão,Higienópolis,181,180,3,4,3000000.0,-46.656487799999994,-23.5450386,maranhao,7395165.95,330913.68,179.0,62.0,79.0,139.0,244.0,85.0,85.0,67.0,157.0,84.0,0.0,155.0,0.0
apartamento,José Maria Lisboa,Jardim Paulista,1012,25,1,1,295000.0,-46.6574533,-23.568654199999997,jose maria lisboa,7392549.63,330845.35,272.0,219.0,17.0,280.0,320.0,155.0,89.0,39.0,166.0,0.0,187.0,85.0,0.0
apartamento,Tabapuã,Itaim Nobre,101,162,3,2,0.0,-46.6865382,-23.5859859,tabapua,7390595.66,327899.06,176.0,133.0,10.0,189.0,67.0,29.0,18.0,63.0,75.0,0.0,2.0,61.0,0.0
apartamento,Melo Alves,Jardim América,72,110,2,1,0.0,-46.6693174,-23.5601584,melo alves,7393476.39,329623.35,303.0,60.0,6.0,49.0,179.0,70.0,90.0,35.0,28.0,0.0,98.0,380.0,0.0
apartamento,São Paulo Paraná,Raposo Tavares,41D,108,3,2,699000.0,-46.805219,-23.5909471,sao paulo parana,7389898.49,315792.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
apartamento,Franca,Jardim América,101,148,2,1,1560000.0,-46.6617864,-23.5634523,franca,7393120.57,330396.36,422.0,210.0,16.0,304.0,469.0,112.0,179.0,48.0,166.0,0.0,285.0,253.0,0.0
apartamento,Coronel José Pires de Andrade,Sacomã,213,50,2,1,320000.0,-46.6053955,-23.6207888,coronel jose pires de andrade,7386836.88,336223.95,2.0,8.0,0.0,3.0,0.0,1.0,5.0,11.0,1.0,0.0,0.0,0.0,0.0
apartamento,Deputado Laércio Corte,Vila Andrade,62,143,3,2,500000.0,-46.7262782,-23.6224551,deputado laercio corte,7386508.61,323891.74,15.0,10.0,1.0,40.0,6.0,0.0,19.0,16.0,8.0,0.0,0.0,0.0,0.0
apartamento,Cardoso de Almeida,Perdizes,73,135,3,1,950000.0,-46.6700744,-23.540159,cardoso de almeida,7395690.22,329520.27,73.0,40.0,93.0,16.0,149.0,39.0,37.0,35.0,70.0,84.0,76.0,0.0,0.0
apartamento,General Mac Arthur,Jaguaré,31,54,2,1,415000.0,-46.747901299999995,-23.555913600000004,general mac arthur,7393850.82,321595.38,9.0,17.0,2.0,26.0,10.0,3.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
apartamento,Mercedes Salano Castineiras,Sacomã,14,57,2,1,285000.0,-46.59177570000001,-23.631448100000004,mercedes salano castineiras,7385672.03,337626.78,2.0,5.0,0.0,0.0,0.0,2.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0
apartamento,Ciridião Buarque,Vila Romana,44A,43,1,1,575000.0,-46.6914641,-23.5359119,ciridiao buarque,7396134.95,327330.85,56.0,23.0,2.0,14.0,20.0,9.0,14.0,53.0,48.0,0.0,0.0,0.0,0.0
apartamento,Jamaris,Moema Índios,16,60,1,1,695000.0,-46.6586347,-23.607163600000003,jamaris,7388283.72,330774.18,110.0,68.0,0.0,68.0,4.0,80.0,20.0,74.0,12.0,0.0,1.0,141.0,0.0
apartamento,Luís Rocha Miranda,Jabaquara,63,72,3,2,585000.0,-46.6471146,-23.6372002,luis rocha miranda,7384971.05,331988.09,9.0,24.0,4.0,22.0,2.0,4.0,0.0,22.0,3.0,0.0,14.0,89.0,2.0
apartamento,Urussuí,Itaim Bibi,162,80,2,1,0.0,-46.676120000000004,-23.5864655,urussui,7390555.03,328963.0,214.0,147.0,9.0,55.0,66.0,75.0,18.0,83.0,3.0,1.0,2.0,0.0,0.0
apartamento,Mofarrej,Vila Leopoldina,84,70,1,1,560000.0,-46.7437917,-23.5342272,mofarrej,7396257.54,321985.72,3.0,13.0,0.0,8.0,5.0,3.0,0.0,2.0,0.0,0.0,41.0,0.0,0.0
apartamento,Cônego Eugênio Leite,Pinheiros,12,128,3,1,0.0,-46.6806726,-23.563722100000003,conego eugenio leite,7393068.2,328468.79,127.0,36.0,5.0,34.0,148.0,22.0,66.0,43.0,14.0,0.0,251.0,213.0,0.0
apartamento,Fiandeiras,Vila Olímpia,21,48,0,1,1760000.0,-46.68056991,-23.59587948,fiandeiras,7389507.2,328521.07,205.0,112.0,9.0,97.0,5.0,44.0,70.0,63.0,79.0,1.0,2.0,0.0,0.0
apartamento,Cayowaá,Sumaré,121,165,3,1,1230000.0,-46.68762520000001,-23.5435828,cayowaa,7395290.09,327732.81,70.0,40.0,1.0,10.0,23.0,7.0,0.0,38.0,64.0,0.0,0.0,75.0,6.0
apartamento,Guarapiranga,Jardim São Luís,41,45,2,1,290000.0,-46.734536999999996,-23.6736734,guarapiranga,7380826.32,323117.94,10.0,10.0,2.0,2.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0
apartamento,Cardoso de Almeida,Perdizes,41,126,3,2,1100000.0,-46.6692787,-23.5391853,cardoso de almeida,7395799.0,329600.25,75.0,46.0,93.0,17.0,70.0,39.0,37.0,35.0,121.0,84.0,82.0,0.0,0.0
apartamento,Marie Nader Calfat,Vila Andrade,11B,36,0,1,269000.0,-46.7304217,-23.626804699999997,marie nader calfat,7386021.81,323474.78,16.0,32.0,2.0,60.0,1.0,17.0,1.0,12.0,44.0,0.0,0.0,0.0,0.0
apartamento,Franca,Jardim Paulista,102,172,3,2,0.0,-46.65686470000001,-23.567648100000003,franca,7392661.74,330904.15,303.0,237.0,18.0,284.0,379.0,167.0,89.0,40.0,166.0,0.0,187.0,170.0,0.0
apartamento,Ourives,Sacomã,102,64,2,1,240000.0,-46.6100425,-23.6545883,ourives,7383088.63,335791.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
apartamento,Trajano Reis,Vila Sônia,93,68,3,1,390000.0,-46.740630100000004,-23.588072699999998,trajano reis,7390298.47,322380.98,12.0,5.0,4.0,1.0,1.0,1.0,5.0,17.0,28.0,0.0,0.0,0.0,0.0
apartamento,Glicério,Sé,811,45,2,1,325000.0,-46.6285289,-23.5552938,glicerio,7394063.0,333781.03,83.0,80.0,54.0,64.0,328.0,13.0,200.0,115.0,15.0,1.0,647.0,301.0,1.0
apartamento,Coronel Irineu de Castro,Vila Formosa,12,85,2,1,451000.0,-46.566851,-23.5556407,coronel irineu de castro,7394094.77,340077.82,24.0,48.0,9.0,58.0,13.0,27.0,15.0,10.0,25.0,0.0,0.0,0.0,0.0
apartamento,Mere Marie Anais de Sion,Tucuruvi,1,96,3,2,430000.0,-46.6063268,-23.470323999999998,mere marie anais de sion,7403497.86,335942.27,17.0,18.0,1.0,2.0,1.0,13.0,1.0,24.0,5.0,0.0,0.0,0.0,0.0
apartamento,São Vicente de Paulo,Santa Cecília,111E,104,2,1,900000.0,-46.65533129999999,-23.5361625,sao vicente de paulo,7396150.24,331020.41,121.0,56.0,182.0,77.0,55.0,28.0,56.0,82.0,69.0,0.0,0.0,153.0,0.0
apartamento,José Galante,Vila Andrade,131,80,1,2,640000.0,-46.7335401,-23.6184246,jose galante,7386946.0,323145.35,33.0,15.0,2.0,20.0,5.0,11.0,11.0,27.0,11.0,58.0,0.0,0.0,0.0
apartamento,Sócrates,Campo Grande,134B,170,4,2,940000.0,-46.690870600000004,-23.6582523,socrates,7382587.55,327551.54,23.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
apartamento,Franca,Jardim Paulista,81,100,3,1,0.0,-46.6565795,-23.567744199999996,franca,7392651.44,330933.38,294.0,242.0,18.0,298.0,379.0,165.0,89.0,40.0,166.0,0.0,187.0,170.0,0.0
apartamento,Heitor Peixoto,Cambuci,84,83,3,2,670000.0,-46.6189917,-23.576089399999997,heitor peixoto,7391771.17,334780.66,35.0,9.0,0.0,1.0,30.0,3.0,23.0,21.0,114.0,80.0,0.0,0.0,0.0
apartamento,Ajarani,Vila Matilde,102,59,3,1,370000.0,-46.512181899999995,-23.541053899999998,ajarani,7395769.97,345641.54,9.0,6.0,0.0,1.0,5.0,4.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0
apartamento,Belfort Roxo,Copacabana,205,46,1,0,480000.0,-43.17703644,-22.962321600000003,belfort roxo,7459491.03,686893.99,65.0,82.0,6.0,73.0,35.0,26.0,10.0,62.0,34.0,4.0,15.0,11.0,0.0
apartamento,Oneyda Alvarenga,Cursino,52,117,3,3,1200000.0,-46.625220500000005,-23.6161353,oneyda alvarenga,7387329.34,334195.25,20.0,29.0,3.0,69.0,0.0,0.0,11.0,30.0,10.0,0.0,0.0,0.0,0.0
apartamento,Santa Justina,Vila Olímpia,15,52,1,1,715000.0,-46.6796928,-23.5961093,santa justina,7389482.8,328610.89,202.0,104.0,8.0,68.0,5.0,45.0,52.0,63.0,79.0,1.0,2.0,0.0,0.0
apartamento,Tenente Américo Moretti,Jabaquara,62,60,2,1,300000.0,-46.65375039999999,-23.653130899999997,tenente americo moretti,7383199.06,331331.51,7.0,13.0,1.0,9.0,3.0,3.0,27.0,16.0,5.0,0.0,0.0,0.0,0.0
apartamento,Coronel Joviniano Brandão,Mooca,134,68,2,2,620000.0,-46.586985799999994,-23.573435800000002,coronel joviniano brandao,7392101.59,338044.21,41.0,35.0,2.0,40.0,9.0,13.0,12.0,21.0,114.0,0.0,0.0,0.0,0.0
apartamento,Laerte Setúbal,Vila Andrade,222,70,2,2,390000.0,-46.732111700000004,-23.6205952,laerte setubal,7386707.38,323294.01,41.0,20.0,1.0,15.0,5.0,5.0,28.0,27.0,19.0,58.0,0.0,0.0,0.0
apartamento,Morais de Barros,Campo Belo,21,253,3,3,2600000.0,-46.6728167,-23.615685600000003,morais de barros,7387323.13,329337.99,37.0,55.0,2.0,57.0,11.0,43.0,0.0,88.0,7.0,1.0,0.0,130.0,0.0
apartamento,Samuel Porto,Saúde,101,68,2,1,410000.0,-46.6399431,-23.6157605,samuel porto,7387353.69,332692.5,22.0,49.0,2.0,19.0,6.0,3.0,0.0,44.0,0.0,0.0,0.0,83.0,2.0
apartamento,Haddock Lobo,Jardim América,112,152,3,2,0.0,-46.6642961,-23.5605458,haddock lobo,7393439.46,330136.43,337.0,100.0,11.0,145.0,392.0,87.0,91.0,64.0,160.0,0.0,285.0,380.0,0.0
apartamento,Tagipuru,Perdizes,211,162,3,3,1650000.0,-46.6701723,-23.526557999999998,tagipuru,7397196.27,329492.74,33.0,53.0,96.0,71.0,35.0,20.0,40.0,41.0,131.0,364.0,96.0,9.0,0.0
apartamento,Aburá,Casa Verde,12,60,2,1,320000.0,-46.6572338,-23.483522699999998,abura,7401977.26,330758.89,9.0,1.0,0.0,1.0,7.0,0.0,0.0,4.0,28.0,0.0,0.0,0.0,0.0
apartamento,Glicério,Sé,701,55,3,1,365000.0,-46.6285289,-23.5552938,glicerio,7394063.0,333781.03,83.0,80.0,54.0,64.0,328.0,13.0,200.0,115.0,15.0,1.0,647.0,301.0,1.0
apartamento,Capitão Manuel Novaes,Santana,21,114,3,2,815000.0,-46.638779299999996,-23.5019786,capitao manuel novaes,7399955.11,332667.17,24.0,25.0,1.0,2.0,1.0,9.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0
apartamento,Antônio José Gonçalves,Cursino,21,150,3,2,1000000.0,-46.620854200000004,-23.6247163,antonio jose goncalves,7386384.15,334651.56,10.0,24.0,2.0,71.0,1.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0
apartamento,Gregório Allegri,Jardim São Luís,782,67,3,1,400000.0,-46.74552,-23.6506465,gregorio allegri,7383362.75,321966.5,6.0,6.0,1.0,5.0,0.0,7.0,0.0,33.0,19.0,0.0,0.0,0.0,0.0
apartamento,Ernesto Igel,Vila Leopoldina,53,53,2,1,425000.0,-46.7292755,-23.5182395,ernesto igel,7398045.99,323446.58,27.0,20.0,2.0,8.0,0.0,4.0,0.0,7.0,3.0,0.0,8.0,2.0,0.0
apartamento,Paris,Sumaré,11,75,2,1,780000.0,-46.6895309,-23.5449671,paris,7395134.5,327540.05,81.0,41.0,2.0,3.0,23.0,8.0,0.0,37.0,71.0,0.0,0.0,75.0,6.0
apartamento,Catumbi,Belém,507,65,2,1,510000.0,-46.602590500000005,-23.5277579,catumbi,7397142.09,336394.88,12.0,5.0,0.0,4.0,7.0,2.0,25.0,16.0,8.0,0.0,0.0,0.0,0.0
apartamento,Joaquim Antunes,Pinheiros,101,106,2,2,1399000.0,-46.6832111,-23.561899899999997,joaquim antunes,7393266.95,328207.29,159.0,61.0,4.0,34.0,88.0,23.0,26.0,44.0,14.0,0.0,251.0,82.0,0.0
apartamento,Cardoso de Melo,Vila Olímpia,22,66,2,1,635000.0,-46.6758222,-23.6025066,cardoso de melo,7388778.99,329014.2,148.0,66.0,0.0,61.0,4.0,51.0,52.0,96.0,15.0,1.0,2.0,82.0,0.0
apartamento,Cincinato Braga,Bela Vista,101,485,5,2,2500000.0,-46.6476291,-23.5671795,cincinato braga,7392724.51,331846.29,298.0,254.0,21.0,317.0,295.0,227.0,166.0,140.0,181.0,0.0,196.0,487.0,0.0
apartamento,Francisco Marcondes Vieira,Vila Sônia,2,202,4,3,1350000.0,-46.741045299999996,-23.6115154,francisco marcondes vieira,7387701.84,322370.19,37.0,13.0,2.0,24.0,0.0,9.0,0.0,24.0,7.0,58.0,0.0,0.0,0.0
apartamento,Barata Ribeiro,Bela Vista,124,50,1,1,380000.0,-46.654043,-23.556635999999997,barata ribeiro,7393884.54,331178.1,412.0,237.0,17.0,338.0,444.0,191.0,94.0,88.0,290.0,0.0,189.0,337.0,96.0
apartamento,Piracuama,Perdizes,11,120,4,3,1272000.0,-46.682842,-23.538432999999998,piracuama,7395866.12,328214.46,64.0,58.0,2.0,21.0,36.0,25.0,0.0,42.0,51.0,0.0,0.0,75.0,6.0
apartamento,Itacema,Itaim Bibi,92,146,3,2,0.0,-46.6744636,-23.5796575,itacema,7391310.93,329123.24,82.0,78.0,2.0,34.0,184.0,72.0,18.0,78.0,2.0,0.0,0.0,0.0,0.0
apartamento,João Rudge,Casa Verde,21,64,3,1,497000.0,-46.6558465,-23.513949,joao rudge,7398609.53,330939.42,11.0,24.0,1.0,14.0,6.0,3.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0
apartamento,Nossa Senhora de Copacabana,Copacabana,306,30,0,0,410000.0,-43.19106054,-22.98204651,nossa senhora de copacabana,7457324.53,685428.95,77.0,38.0,14.0,60.0,56.0,19.0,17.0,42.0,35.0,0.0,26.0,22.0,0.0
apartamento,Homem de Melo,Perdizes,51,208,3,1,1600000.0,-46.6672115,-23.5379648,homem de melo,7395936.61,329809.74,81.0,58.0,95.0,75.0,66.0,40.0,37.0,44.0,213.0,0.0,96.0,0.0,0.0
apartamento,Bartira,Perdizes,62,106,3,1,730000.0,-46.6749564,-23.5366046,bartira,7396078.02,329017.22,75.0,52.0,0.0,38.0,31.0,30.0,62.0,28.0,177.0,301.0,96.0,0.0,0.0
apartamento,Domingos Lopes da Silva,Vila Andrade,72,178,3,4,1655500.0,-46.7386024,-23.617926100000002,domingos lopes da silva,7386994.93,322628.11,33.0,12.0,2.0,22.0,0.0,12.0,2.0,20.0,10.0,58.0,0.0,0.0,0.0
apartamento,Itacema,Itaim Bibi,111,141,3,2,0.0,-46.6739162,-23.5795181,itacema,7391327.02,329178.94,73.0,75.0,2.0,34.0,185.0,72.0,0.0,77.0,2.0,0.0,0.0,0.0,0.0
apartamento,Acaraú,Bela Vista,91,52,1,1,425000.0,-46.648532,-23.554015,acarau,7394181.27,331737.36,446.0,128.0,92.0,202.0,393.0,132.0,272.0,110.0,278.0,0.0,374.0,207.0,96.0
apartamento,Nossa Senhora de Copacabana,Copacabana,306,160,3,0,2000000.0,-43.18764487,-22.97197506,nossa senhora de copacabana,7458435.5,685792.94,73.0,65.0,15.0,90.0,12.0,50.0,10.0,90.0,4.0,0.0,12.0,33.0,0.0
apartamento,Domingos Paiva,Brás,603,63,2,1,550000.0,-46.61694,-23.545208,domingos paiva,7395193.28,334951.49,18.0,28.0,4.0,122.0,48.0,2.0,0.0,34.0,1.0,0.0,181.0,214.0,0.0
apartamento,Eugênio de Medeiros,Pinheiros,2702,39,1,1,737263.0,-46.7002174,-23.5687022,eugenio de medeiros,7392493.16,326480.18,61.0,45.0,1.0,57.0,87.0,6.0,63.0,56.0,27.0,0.0,18.0,191.0,5.0
apartamento,Piracema,Santana,141,70,2,1,400000.0,-46.6366484,-23.4899314,piracema,7401291.67,332869.6,36.0,23.0,1.0,15.0,5.0,14.0,20.0,32.0,9.0,0.0,0.0,0.0,0.0
apartamento,Conselheiro Brotero,Higienópolis,53,225,3,1,1790000.0,-46.6615045,-23.5401032,conselheiro brotero,7395706.56,330395.17,172.0,48.0,105.0,78.0,131.0,54.0,59.0,58.0,161.0,84.0,76.0,166.0,0.0
apartamento,Matias Aires,Bela Vista,11,156,4,1,1190000.0,-46.65895689999999,-23.5541584,matias aires,7394153.11,330673.29,306.0,105.0,9.0,173.0,300.0,214.0,137.0,41.0,354.0,84.0,284.0,252.0,96.0
apartamento,Sá Ferreira,Copacabana,904,60,1,1,480000.0,-43.19281884,-22.98121033,sa ferreira,7457419.35,685249.81,81.0,43.0,21.0,62.0,56.0,41.0,17.0,47.0,35.0,0.0,27.0,22.0,0.0
apartamento,Pedreira de Freitas,Tatuapé,51,181,3,3,1300000.0,-46.5618809,-23.5511222,pedreira de freitas,7394600.67,340579.73,77.0,32.0,3.0,8.0,13.0,32.0,1.0,10.0,14.0,0.0,0.0,0.0,0.0
apartamento,Estevão Jordan,Capão Redondo,803,51,2,1,240000.0,-46.7639799,-23.6723394,estevao jordan,7380937.22,320112.98,20.0,4.0,1.0,1.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
apartamento,Franca,Jardim América,62,156,3,2,0.0,-46.660861499999996,-23.5642293,franca,7393035.62,330491.78,399.0,236.0,15.0,311.0,468.0,192.0,139.0,46.0,223.0,0.0,285.0,253.0,96.0
apartamento,Aprígio Gonzaga,Saúde,12,60,2,1,500000.0,-46.6339001,-23.6249668,aprigio gonzaga,7386341.25,333320.78,23.0,45.0,4.0,78.0,1.0,3.0,0.0,32.0,2.0,1.0,0.0,61.0,2.0
apartamento,Natal,Água Rasa,72,60,3,1,380000.0,-46.5818294,-23.5611612,natal,7393466.66,338555.51,28.0,8.0,1.0,6.0,3.0,10.0,17.0,28.0,16.0,0.0,0.0,0.0,0.0
apartamento,Visconde de Pirajá,Ipanema,701,48,1,0,720000.0,-43.20395963,-22.98428055,visconde de piraja,7457093.38,684103.37,67.0,48.0,16.0,38.0,34.0,34.0,8.0,38.0,14.0,0.0,24.0,22.0,0.0
apartamento,Humaitá,Bela Vista,2,51,1,0,320000.0,-46.6423029,-23.557592800000002,humaita,7393792.37,332377.81,348.0,141.0,38.0,173.0,357.0,91.0,182.0,171.0,163.0,1.0,468.0,302.0,96.0
apartamento,Cardoso de Almeida,Perdizes,83,138,3,1,1175000.0,-46.6665027,-23.5354872,cardoso de almeida,7396211.82,329878.92,80.0,57.0,96.0,118.0,47.0,39.0,64.0,40.0,120.0,0.0,96.0,0.0,0.0
apartamento,Cásper Líbero,República,122A,37,0,0,250000.0,-46.6355028,-23.5367928,casper libero,7396103.67,333045.72,132.0,58.0,9.0,359.0,476.0,13.0,147.0,72.0,66.0,0.0,786.0,332.0,0.0
apartamento,Coronel Sezefredo Fagundes,Tucuruvi,3,95,3,2,340000.0,-46.60373,-23.464387,coronel sezefredo fagundes,7404158.26,336200.2,17.0,4.0,0.0,0.0,1.0,2.0,1.0,14.0,3.0,71.0,0.0,0.0,0.0
apartamento,Catulo da Paixão Cearense,Saúde,31,85,3,2,680000.0,-46.6309404,-23.6152431,catulo da paixao cearense,7387421.5,333610.48,17.0,52.0,2.0,88.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,83.0,0.0
apartamento,Ibitirama,Vila Prudente,146,40,1,1,371000.0,-46.5768974,-23.598608399999996,ibitirama,7389325.43,339104.64,7.0,7.0,0.0,1.0,13.0,3.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0
apartamento,Consolação,Jardim América,83,156,3,2,0.0,-46.6682912,-23.5606029,consolacao,7393428.39,329728.68,310.0,59.0,6.0,135.0,292.0,69.0,90.0,44.0,66.0,0.0,186.0,380.0,0.0
apartamento,Aicás,Moema Índios,61,184,3,3,1860000.0,-46.6590444,-23.609992300000002,aicas,7387969.98,330736.0,115.0,68.0,1.0,62.0,4.0,81.0,20.0,80.0,12.0,0.0,1.0,141.0,0.0
apartamento,Lavradio,Perdizes,1005,110,3,1,700000.0,-46.661785200000004,-23.5318158,lavradio,7396623.97,330355.88,107.0,39.0,107.0,25.0,46.0,25.0,41.0,52.0,124.0,0.0,96.0,91.0,0.0
apartamento,Convenção de Itu,Jardim Paulista,21,273,3,2,2400000.0,-46.656971899999995,-23.5652258,convencao de itu,7392929.86,330890.1,368.0,253.0,18.0,355.0,382.0,204.0,91.0,63.0,226.0,0.0,284.0,256.0,96.0
apartamento,Conde de Porto Alegre,Campo Belo,111,293,3,4,3980000.0,-46.6754391,-23.6239314,conde de porto alegre,7386406.85,329081.1,50.0,22.0,3.0,3.0,10.0,9.0,0.0,58.0,7.0,1.0,0.0,48.0,0.0
apartamento,Duque de Caxias,República,221,59,2,0,550000.0,-46.6463964,-23.541133,duque de caxias,7395610.31,331938.99,228.0,63.0,100.0,340.0,221.0,28.0,426.0,128.0,56.0,0.0,535.0,442.0,0.0
apartamento,Araguari,Moema Pássaros,71,124,3,2,1705000.0,-46.672548799999994,-23.600827399999996,araguari,7388968.86,329346.08,120.0,67.0,0.0,24.0,16.0,64.0,54.0,86.0,28.0,1.0,95.0,82.0,0.0
apartamento,Benvinda Apparecida de Abreu Leme,Santana,161,62,2,2,560000.0,-46.6230829,-23.4985948,benvinda apparecida de abreu leme,7400348.02,334265.97,32.0,43.0,2.0,43.0,46.0,36.0,76.0,45.0,19.0,0.0,0.0,58.0,8.0
apartamento,São Paulo Antigo,Morumbi,42,190,3,3,1750000.0,-46.7013914,-23.6060907,sao paulo antigo,7388351.28,326409.55,10.0,33.0,1.0,97.0,13.0,8.0,0.0,8.0,36.0,1.0,0.0,0.0,0.0
apartamento,Siqueira Campos,Copacabana,204,30,0,0,400000.0,-43.18398405,-22.96992963,siqueira campos,7458657.36,686171.11,87.0,66.0,15.0,106.0,18.0,53.0,0.0,87.0,12.0,0.0,11.0,22.0,0.0
apartamento,Mofarrej,Vila Leopoldina,272,130,2,2,0.0,-46.7437917,-23.5342272,mofarrej,7396257.54,321985.72,3.0,13.0,0.0,8.0,5.0,3.0,0.0,2.0,0.0,0.0,41.0,0.0,0.0
apartamento,Nunes Garcia,Santana,82,59,2,1,360000.0,-46.6243559,-23.4979199,nunes garcia,7400421.29,334135.11,32.0,38.0,2.0,43.0,31.0,36.0,50.0,43.0,15.0,0.0,0.0,58.0,8.0
apartamento,Bueno Brandão,Vila Nova Conceição,13,95,2,2,0.0,-46.6715417,-23.590081100000003,bueno brandao,7390160.11,329434.96,201.0,65.0,9.0,31.0,26.0,83.0,57.0,88.0,55.0,0.0,197.0,0.0,0.0
apartamento,Iubatinga,Vila Andrade,43,72,2,2,370000.0,-46.7340202,-23.6290772,iubatinga,7385765.7,323110.67,25.0,32.0,2.0,60.0,1.0,21.0,1.0,13.0,20.0,0.0,0.0,0.0,0.0
apartamento,Brasílio Machado,Santa Cecília,111,251,4,2,1760000.0,-46.659609700000004,-23.539501,brasilio machado,7395775.49,330587.86,179.0,50.0,105.0,82.0,73.0,56.0,76.0,66.0,161.0,84.0,0.0,82.0,0.0
apartamento,Oswaldo Cruz,Flamengo,312,110,2,1,980000.0,-43.17458004,-22.93955898,oswaldo cruz,7462008.6,687177.21,28.0,44.0,12.0,63.0,0.0,18.0,21.0,36.0,13.0,0.0,0.0,22.0,0.0
apartamento,Hungria,Jardim Europa,122,198,3,2,0.0,-46.692954,-23.580753,hungria,7391167.42,327237.38,49.0,58.0,3.0,181.0,66.0,4.0,18.0,18.0,88.0,0.0,0.0,0.0,0.0
apartamento,Leonardo Pinto,Bom Retiro,52,99,3,0,320000.0,-46.6404328,-23.524476899999996,leonardo pinto,7397461.76,332526.77,97.0,23.0,49.0,32.0,234.0,1.0,5.0,36.0,33.0,0.0,98.0,81.0,0.0
apartamento,Carlos Gomes,Sé,62,94,2,0,730000.0,-46.6359091,-23.553135100000002,carlos gomes,7394293.47,333024.88,246.0,145.0,57.0,171.0,423.0,13.0,387.0,129.0,40.0,1.0,1280.0,510.0,1.0
apartamento,Domingos Lopes da Silva,Vila Andrade,41,220,3,4,1120000.0,-46.738906,-23.617629,domingos lopes da silva,7387027.45,322596.73,33.0,12.0,2.0,22.0,0.0,12.0,2.0,20.0,10.0,58.0,0.0,0.0,0.0
apartamento,Charles Spencer Chaplin,Vila Andrade,51,210,4,5,1000000.0,-46.7360964,-23.623759600000003,charles spencer chaplin,7386352.01,322891.67,29.0,30.0,1.0,61.0,0.0,11.0,2.0,14.0,19.0,0.0,0.0,0.0,0.0
apartamento,Dankmar Adler,Vila Andrade,102,80,3,2,550000.0,-46.7364475,-23.619286499999998,dankmar adler,7386846.95,322849.83,38.0,14.0,2.0,19.0,0.0,12.0,2.0,20.0,12.0,58.0,0.0,0.0,0.0
apartamento,Nicolino Morena,Jaçanã,31,64,2,1,280000.0,-46.5832331,-23.4712195,nicolino morena,7403424.86,338302.38,12.0,16.0,4.0,1.0,10.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
apartamento,Tito,Vila Romana,172,229,3,3,2600000.0,-46.6961114,-23.5280549,tito,7396999.44,326846.06,52.0,45.0,6.0,83.0,19.0,6.0,34.0,93.0,1.0,0.0,0.0,0.0,0.0
apartamento,Guaipá,Vila Leopoldina,52,45,1,1,423500.0,-46.7292865,-23.5209099,guaipa,7397750.25,323449.02,33.0,24.0,2.0,8.0,1.0,5.0,0.0,8.0,3.0,1.0,8.0,2.0,0.0
apartamento,Lacedemônia,Campo Belo,153,53,1,1,0.0,-46.669264299999995,-23.638542,lacedemonia,7384796.23,329730.04,9.0,1.0,1.0,2.0,1.0,1.0,1.0,12.0,46.0,0.0,0.0,0.0,0.0
apartamento,Carlos Alberto Vanzolini,Jaguara,123,64,3,1,320000.0,-46.7513116,-23.5147037,carlos alberto vanzolini,7398410.27,321191.51,5.0,11.0,3.0,2.0,0.0,2.0,0.0,34.0,8.0,0.0,0.0,0.0,0.0
